Date,store_id,daily_sales,promotion_active,store_size,city_population,day_of_week,is_weekend,holiday_flag,school_holiday_flag,year,month,competitor_opened_flag,competitor_impact,base_mean,annual_growth_rate
2022-06-27,Bojnord3,5144607.63,0,medium,203000,0,0,0,1,2022,6,0,1.0,3248160.0,0.0425
2022-06-28,Bojnord3,4587738.61,0,medium,203000,1,0,0,1,2022,6,0,1.0,3248160.0,0.0425
2022-06-29,Bojnord3,5140669.35,0,medium,203000,2,0,0,1,2022,6,0,1.0,3248160.0,0.0425
2022-06-30,Bojnord3,4897097.39,0,medium,203000,3,0,0,1,2022,6,0,1.0,3248160.0,0.0425
2022-07-01,Bojnord3,4032289.8,0,medium,203000,4,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-02,Bojnord3,5533065.35,0,medium,203000,5,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-03,Bojnord3,4931207.44,0,medium,203000,6,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-04,Bojnord3,4133891.79,0,medium,203000,0,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-05,Bojnord3,4374177.75,0,medium,203000,1,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-06,Bojnord3,4389573.88,0,medium,203000,2,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-07,Bojnord3,4373225.01,0,medium,203000,3,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-08,Bojnord3,4273007.12,0,medium,203000,4,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-09,Bojnord3,5343187.53,0,medium,203000,5,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-10,Bojnord3,5553067.51,0,medium,203000,6,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-11,Bojnord3,4285648.72,0,medium,203000,0,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-12,Bojnord3,4432668.75,0,medium,203000,1,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-13,Bojnord3,4088666.59,0,medium,203000,2,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-14,Bojnord3,4508257.92,0,medium,203000,3,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-15,Bojnord3,4285039.62,0,medium,203000,4,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-16,Bojnord3,5438684.1,0,medium,203000,5,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-17,Bojnord3,5139081.18,0,medium,203000,6,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-18,Bojnord3,4317955.47,0,medium,203000,0,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-19,Bojnord3,4301151.36,0,medium,203000,1,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-20,Bojnord3,4579520.18,0,medium,203000,2,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-21,Bojnord3,4264623.18,0,medium,203000,3,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-22,Bojnord3,4435202.63,0,medium,203000,4,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-23,Bojnord3,5331884.78,0,medium,203000,5,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-24,Bojnord3,5244653.89,0,medium,203000,6,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-25,Bojnord3,4400635.12,0,medium,203000,0,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-26,Bojnord3,4358472.62,0,medium,203000,1,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-27,Bojnord3,4357349.9,0,medium,203000,2,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-28,Bojnord3,4487507.79,0,medium,203000,3,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-29,Bojnord3,4332910.81,0,medium,203000,4,0,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-30,Bojnord3,5455492.69,0,medium,203000,5,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-07-31,Bojnord3,5514815.89,0,medium,203000,6,1,0,0,2022,7,0,1.0,3248160.0,0.0425
2022-08-01,Bojnord3,3337608.14,0,medium,203000,0,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-02,Bojnord3,3081083.18,0,medium,203000,1,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-03,Bojnord3,3673635.82,0,medium,203000,2,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-04,Bojnord3,3483082.98,0,medium,203000,3,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-05,Bojnord3,3544780.42,0,medium,203000,4,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-06,Bojnord3,4337589.55,0,medium,203000,5,1,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-07,Bojnord3,4022323.44,0,medium,203000,6,1,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-08,Bojnord3,3353113.01,0,medium,203000,0,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-09,Bojnord3,3040215.45,0,medium,203000,1,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-10,Bojnord3,3239427.88,0,medium,203000,2,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-11,Bojnord3,3103526.68,0,medium,203000,3,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-12,Bojnord3,3510731.28,0,medium,203000,4,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-13,Bojnord3,4028834.28,0,medium,203000,5,1,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-14,Bojnord3,4193845.03,0,medium,203000,6,1,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-15,Bojnord3,3332488.65,0,medium,203000,0,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-16,Bojnord3,3372284.59,0,medium,203000,1,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-17,Bojnord3,5342533.88,1,medium,203000,2,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-18,Bojnord3,5048221.27,1,medium,203000,3,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-19,Bojnord3,5277579.13,1,medium,203000,4,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-20,Bojnord3,4321932.65,0,medium,203000,5,1,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-21,Bojnord3,3990379.57,0,medium,203000,6,1,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-22,Bojnord3,3364877.4,0,medium,203000,0,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-23,Bojnord3,3380203.67,0,medium,203000,1,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-24,Bojnord3,3333509.65,0,medium,203000,2,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-25,Bojnord3,4824147.97,1,medium,203000,3,0,0,0,2022,8,0,1.0,3248160.0,0.0425
2022-08-26,Bojnord3,4465697.44,1,medium,203000,4,0,0,0,2022,8,0,1.0,3248160.0,0.0425
